	Energy (keV)	Breast Thickness (cm)	Compression-Distance(cm)	Kerma(mGy/hist)	Error(mGy/Hist)
2703	40.75	2.0	10	6.662333251045052e-13	1.300048604365351e-15
2704	40.75	4.0	10	7.110543679271885e-13	2.649557485061715e-15
2705	40.75	6.0	10	7.604404557217185e-13	1.267352630220532e-15
2706	40.75	8.0	10	8.14231527508207e-13	1.073045970190488e-15
2707	40.75	10.0	10	8.774966219224458e-13	9.437914878954495e-16
2708	41.25	2.0	10	6.543345770541544e-13	7.031222618857078e-16
2709	41.25	4.0	10	6.995008753789102e-13	2.046625912880878e-15
2710	41.25	6.0	10	7.45430439698669e-13	2.28659033091949e-15
2711	41.25	8.0	10	8.004292443334032e-13	1.271524714483187e-15
2712	41.25	10.0	10	8.594692580058052e-13	1.084650545261718e-15
2713	41.75	2.0	10	6.444306385713334e-13	1.751708761320349e-15
2714	41.75	4.0	10	6.856152546691234e-13	1.103644651300316e-15
2715	41.75	6.0	10	7.337658304370799e-13	1.548432556143329e-15
2716	41.75	8.0	10	7.86351815011354e-13	1.74084191089372e-15
2717	41.75	10.0	10	8.454315132242241e-13	2.240004475971983e-15
2718	42.25	2.0	10	6.330663089992863e-13	8.739039479310016e-16
2719	42.25	4.0	10	6.737403173430534e-13	6.202686011145722e-16
2720	42.25	6.0	10	7.227785039994797e-13	2.044538099017413e-15
2721	42.25	8.0	10	7.732162321164142e-13	1.519105072445901e-15
2722	42.25	10.0	10	8.284862144443473e-13	2.981718272281264e-15
2723	42.75	2.0	10	6.219136303097357e-13	1.737914395550073e-15
2724	42.75	4.0	10	6.641869256343671e-13	1.598927514727575e-15
2725	42.75	6.0	10	7.105437601731656e-13	1.534815528497488e-15
2726	42.75	8.0	10	7.596970319969494e-13	9.872299947323398e-16
2727	42.75	10.0	10	8.192661728755928e-13	1.034976963295254e-15
2728	43.25	2.0	10	6.125123626728436e-13	8.671338636180485e-16
2729	43.25	4.0	10	6.567315232984275e-13	1.354517419378942e-15
2730	43.25	6.0	10	6.984452666024588e-13	2.293616402886049e-15
2731	43.25	8.0	10	7.475945699721958e-13	2.882907795433306e-15
2732	43.25	10.0	10	8.034875995854779e-13	1.05157958749658e-15
2733	43.75	2.0	10	6.033743358210567e-13	1.094197876275228e-15
2734	43.75	4.0	10	6.442692547734297e-13	2.437289471530289e-15
2735	43.75	6.0	10	6.87883887565883e-13	7.758106812792649e-16
2736	43.75	8.0	10	7.369670500348397e-13	3.250022534553151e-15
2737	43.75	10.0	10	7.914803804578475e-13	1.260103416157505e-15
2738	44.25	2.0	10	5.941463573442089e-13	3.757312383685765e-15
2739	44.25	4.0	10	6.338745508068198e-13	1.259495965110544e-15
2740	44.25	6.0	10	6.779786262650461e-13	1.583552586725737e-15
2741	44.25	8.0	10	7.263130737371715e-13	4.239709127252064e-16
2742	44.25	10.0	10	7.803740003988431e-13	7.503336602362753e-16
2743	44.75	2.0	10	5.857372032190193e-13	8.448752127330548e-16
2744	44.75	4.0	10	6.24315867826071e-13	7.08982741172668e-16
2745	44.75	6.0	10	6.691302965586763e-13	1.630412423211531e-15
2746	44.75	8.0	10	7.165387714198794e-13	2.094639897134705e-15
2747	44.75	10.0	10	7.69913155531453e-13	1.440537684117113e-15
2748	45.25	2.0	10	5.781151258131137e-13	2.033971106214307e-15
2749	45.25	4.0	10	6.163194329217498e-13	5.268736165167471e-16
2750	45.25	6.0	10	6.602634474000881e-13	1.505057670002226e-15
2751	45.25	8.0	10	7.084537077085127e-13	1.866776981320574e-15
2752	45.25	10.0	10	7.59378232855189e-13	1.80698490345568e-15
2753	45.75	2.0	10	5.696967119618149e-13	8.205325454575982e-16
2754	45.75	4.0	10	6.094725268729876e-13	1.055468418007282e-15
2755	45.75	6.0	10	6.504163900919378e-13	9.925473011769683e-16
2756	45.75	8.0	10	6.980166735654034e-13	1.120538520107712e-15
2757	45.75	10.0	10	7.475548854317277e-13	2.884681230032885e-15
2758	46.25	2.0	10	5.645099425226348e-13	1.166490498422358e-15
2759	46.25	4.0	10	6.008437849572079e-13	7.410977008091621e-16
2760	46.25	6.0	10	6.431144346458082e-13	9.508451720875673e-16
2761	46.25	8.0	10	6.902530546318283e-13	2.173385839826979e-15
2762	46.25	10.0	10	7.400306965589765e-13	1.364856765037827e-15
2763	46.75	2.0	10	5.568495033942766e-13	1.700902565794205e-15
2764	46.75	4.0	10	5.937283468512782e-13	6.951128621625695e-16
2765	46.75	6.0	10	6.334724141300764e-13	1.682243850622912e-15
2766	46.75	8.0	10	6.801096860881829e-13	1.263099347091263e-15
2767	46.75	10.0	10	7.315725981672099e-13	1.839036774215509e-15
2768	47.25	2.0	10	5.504563239248664e-13	6.367432759261371e-16
2769	47.25	4.0	10	5.855811106931781e-13	3.460932840067804e-16
2770	47.25	6.0	10	6.281639454334608e-13	2.489182199412841e-15
2771	47.25	8.0	10	6.723209336123112e-13	7.117285442119449e-16
2772	47.25	10.0	10	7.212916565499417e-13	8.741481985338458e-16
2773	47.75	2.0	10	5.438647217531156e-13	1.931531136118781e-15
2774	47.75	4.0	10	5.801879816435639e-13	8.105957093538425e-16
2775	47.75	6.0	10	6.200405199996417e-13	1.144354056919994e-15
2776	47.75	8.0	10	6.643972536988481e-13	1.340223785857466e-15
2777	47.75	10.0	10	7.152807714870408e-13	1.274544139252179e-15
2778	48.25	2.0	10	5.399954790574763e-13	6.67665448359093e-16
2779	48.25	4.0	10	5.740038074206189e-13	1.872853077817188e-15
2780	48.25	6.0	10	6.136076559897632e-13	1.888487541081588e-15
2781	48.25	8.0	10	6.57410128940432e-13	1.401120949157293e-15
2782	48.25	10.0	10	7.071229527848158e-13	2.41177356956088e-15
2783	48.75	2.0	10	5.323059379327749e-13	8.769408836898463e-16
2784	48.75	4.0	10	5.695578160701767e-13	1.298300338749171e-15
2785	48.75	6.0	10	6.082647940247418e-13	9.831365276898976e-16
2786	48.75	8.0	10	6.506928590571989e-13	7.463554474346525e-16
2787	48.75	10.0	10	6.983592834314447e-13	6.034737735232272e-16
2788	8.25	2.0	20	2.50729836877065e-12	8.083431955721901e-15
2789	8.25	3.0	20	2.611287738613249e-12	6.442281820307727e-15
2790	8.25	5.0	20	2.847916070880381e-12	6.510253220321891e-15
2791	8.25	7.0	20	3.116426962959581e-12	5.57673802472469e-15
2792	8.25	9.0	20	3.411918051285024e-12	7.501845780732136e-15
2793	8.25	11.0	20	3.744773457279195e-12	8.817359951939638e-15
2794	8.75	2.0	20	3.076189484560963e-12	5.086529125499051e-15
2795	8.75	3.0	20	3.203307004588368e-12	1.07936732164936e-14
2796	8.75	5.0	20	3.473283579028857e-12	5.134750846585057e-15
2797	8.75	7.0	20	3.785152477205483e-12	1.271906565580944e-14
2798	8.75	9.0	20	4.131747993927725e-12	6.983010506368027e-15
2799	8.75	11.0	20	4.51771586606638e-12	1.024071121329603e-14
2800	9.25	2.0	20	3.546875913690909e-12	7.607366660427646e-15
2801	9.25	3.0	20	3.674646905818023e-12	9.925355831241097e-15
2802	9.25	5.0	20	3.985196954433092e-12	9.412207170881796e-15
2803	9.25	7.0	20	4.331068889700799e-12	8.695935191152715e-15
2804	9.25	9.0	20	4.717120099374437e-12	1.351001640153364e-14
2805	9.25	11.0	20	5.143162743295791e-12	3.184916166352479e-15
2806	9.75	2.0	20	3.905178369851239e-12	7.03448900148085e-15
2807	9.75	3.0	20	4.061384658041758e-12	1.253189578804513e-14
2808	9.75	5.0	20	4.385087486185971e-12	1.397718961010365e-14
2809	9.75	7.0	20	4.746255166168098e-12	6.993485847988409e-15
2810	9.75	9.0	20	5.15636182145548e-12	7.761354516202053e-15
2811	9.75	11.0	20	5.615891603441829e-12	4.126513784709868e-15
2812	10.25	2.0	20	4.160934650623993e-12	8.653086692056296e-15
2813	10.25	3.0	20	4.307436745852047e-12	3.619365464271706e-15
2814	10.25	5.0	20	4.656864415945696e-12	2.479016960374507e-14
2815	10.25	7.0	20	5.024226852694891e-12	9.33263400571528e-15
2816	10.25	9.0	20	5.459217037673785e-12	9.051426776403097e-15
2817	10.25	11.0	20	5.915986098461572e-12	6.961794034772478e-15
2818	10.75	2.0	20	4.310536108462606e-12	1.496757207480512e-14
2819	10.75	3.0	20	4.476436007071465e-12	1.136608870224858e-14
2820	10.75	5.0	20	4.816769303307842e-12	3.903886757980586e-15
2821	10.75	7.0	20	5.193002557669674e-12	1.107209857895662e-14
2822	10.75	9.0	20	5.628961045435989e-12	2.03948625141617e-14
2823	10.75	11.0	20	6.106881966293268e-12	1.479743280058606e-14
2824	11.25	2.0	20	4.385508142314933e-12	1.068589598124451e-14
2825	11.25	3.0	20	4.552285069268139e-12	1.750791523225137e-14
2826	11.25	5.0	20	4.897122560847642e-12	8.330956773713664e-15
2827	11.25	7.0	20	5.27487308747337e-12	6.779507072458166e-15
2828	11.25	9.0	20	5.712483774941175e-12	8.765057786321881e-15
2829	11.25	11.0	20	6.196357376868669e-12	2.384297430087377e-14
2830	11.75	2.0	20	4.403778904746444e-12	5.454240529909321e-15
2831	11.75	3.0	20	4.56297079319818e-12	2.125275810795121e-14
2832	11.75	5.0	20	4.904612356451988e-12	1.245051720021116e-14
2833	11.75	7.0	20	5.279454006261405e-12	2.144679242100048e-14
2834	11.75	9.0	20	5.696517361492844e-12	8.725239176756341e-15
2835	11.75	11.0	20	6.176898723859146e-12	6.681894117190536e-15
2836	12.25	2.0	20	4.355003958875123e-12	8.546619676091388e-15
2837	12.25	3.0	20	4.515857306754457e-12	8.109464395337097e-15
2838	12.25	5.0	20	4.844486309188776e-12	5.459308039641822e-15
2839	12.25	7.0	20	5.218312034762208e-12	1.655243608321007e-14
2840	12.25	9.0	20	5.634926954686359e-12	1.589399103932395e-14
2841	12.25	11.0	20	6.100611808899309e-12	1.836833043459844e-14
2842	12.75	2.0	20	4.283633958479283e-12	1.528002658708419e-14
2843	12.75	3.0	20	4.427174264170402e-12	8.120269566318659e-15
2844	12.75	5.0	20	4.756233182459792e-12	6.00283777320837e-15
2845	12.75	7.0	20	5.119624519526147e-12	1.617183878569526e-14
2846	12.75	9.0	20	5.523519221412257e-12	7.666731864606287e-15
2847	12.75	11.0	20	5.960895770091299e-12	1.757331082008497e-14
2848	13.25	2.0	20	4.178591625496266e-12	8.510064349128966e-15
2849	13.25	3.0	20	4.322883291820247e-12	6.627998378803933e-15
2850	13.25	5.0	20	4.636458625237001e-12	5.478768358060772e-15
2851	13.25	7.0	20	4.986247424648908e-12	1.994127638284064e-14
2852	13.25	9.0	20	5.380363855763679e-12	1.13289561815442e-14
2853	13.25	11.0	20	5.815954600121657e-12	1.915883810757731e-14
2854	13.75	2.0	20	4.052032334671444e-12	9.667883861110089e-15
2855	13.75	3.0	20	4.188728379949832e-12	8.202896660444846e-15
2856	13.75	5.0	20	4.495825873544177e-12	5.883964916734578e-15
2857	13.75	7.0	20	4.828956425685593e-12	9.348739287422418e-15
2858	13.75	9.0	20	5.208185862852767e-12	1.020985508291197e-14
2859	13.75	11.0	20	5.605626535640748e-12	3.993187159890168e-15
2860	14.25	2.0	20	3.910411437920965e-12	1.33308206550168e-15
2861	14.25	3.0	20	4.047194789188384e-12	5.720530548761944e-15
2862	14.25	5.0	20	4.340003202578183e-12	6.187673630966661e-15
2863	14.25	7.0	20	4.672709130136591e-12	7.561653584853861e-15
2864	14.25	9.0	20	5.025175313212079e-12	5.049290224578398e-15
2865	14.25	11.0	20	5.422799857704229e-12	1.485942542396564e-14
2866	14.75	2.0	20	3.772114782843697e-12	1.109708251475292e-14
2867	14.75	3.0	20	3.897525867630975e-12	1.374332001554035e-14
2868	14.75	5.0	20	4.177106100864743e-12	4.283489539004874e-15
2869	14.75	7.0	20	4.489213106284176e-12	8.209678165965344e-15
2870	14.75	9.0	20	4.821813208401338e-12	1.016549293382398e-14
2871	14.75	11.0	20	5.214895195827905e-12	1.494890553903851e-14
2872	15.25	2.0	20	3.625856086130514e-12	8.699647687534449e-15
2873	15.25	3.0	20	3.750585919639755e-12	7.266660178486787e-15
2874	15.25	5.0	20	4.01471166999723e-12	3.645839720598894e-15
2875	15.25	7.0	20	4.306057046661773e-12	1.355171072242541e-14
2876	15.25	9.0	20	4.647580879112191e-12	1.825103171408292e-14
2877	15.25	11.0	20	4.996015112876122e-12	8.519234352367354e-15
2878	15.75	2.0	20	3.473626188894897e-12	6.296397912617899e-15
2879	15.75	3.0	20	3.59226312262427e-12	3.604109871750566e-15
2880	15.75	5.0	20	3.85169419184437e-12	9.790088344392499e-15
2881	15.75	7.0	20	4.125625992151512e-12	1.311034571302587e-14
2882	15.75	9.0	20	4.429884718284373e-12	3.721428543329528e-15
2883	15.75	11.0	20	4.79233420892362e-12	7.535931270556742e-15
2884	16.25	2.0	20	3.329204886405387e-12	4.863388123103308e-15
2885	16.25	3.0	20	3.435002548475315e-12	1.502558691602055e-14
2886	16.25	5.0	20	3.685176537222223e-12	1.073378098348659e-14
2887	16.25	7.0	20	3.95311994037273e-12	1.123734311714994e-14
2888	16.25	9.0	20	4.252009348180257e-12	5.472245359994243e-15
2889	16.25	11.0	20	4.578565494784126e-12	2.064695192134902e-14
2890	16.75	2.0	20	3.180547920629915e-12	6.461890951321005e-15
2891	16.75	3.0	20	3.295638379259456e-12	9.595374671087097e-15
2892	16.75	5.0	20	3.528199046128607e-12	2.482834154588337e-15
2893	16.75	7.0	20	3.781264715057625e-12	6.252947933604075e-15
2894	16.75	9.0	20	4.066699740828452e-12	1.669365197117298e-14
2895	16.75	11.0	20	4.381632285529216e-12	1.217579409399032e-14
2896	17.25	2.0	20	3.052350981101777e-12	1.170127810210868e-14
2897	17.25	3.0	20	3.151148290233134e-12	5.383386760401006e-15
2898	17.25	5.0	20	3.36687742067175e-12	1.078743127799401e-14
2899	17.25	7.0	20	3.608385628598443e-12	1.249452867756687e-14
2900	17.25	9.0	20	3.891062578806738e-12	3.931694947890333e-15
2901	17.25	11.0	20	4.199508023958982e-12	1.156408931624424e-14
2902	17.75	2.0	20	2.90831990992687e-12	2.479314816863054e-15
2903	17.75	3.0	20	3.011887300822491e-12	1.042514346774651e-14
2904	17.75	5.0	20	3.223612261127877e-12	3.379205356614495e-15
2905	17.75	7.0	20	3.457180915324918e-12	6.590127828880849e-15
2906	17.75	9.0	20	3.715364567156304e-12	1.090366593638131e-14
2907	17.75	11.0	20	4.006851485348517e-12	3.905191493111225e-15
2908	18.25	2.0	20	2.78515100167604e-12	6.861198828610112e-15
2909	18.25	3.0	20	2.876011402713777e-12	9.31837766587206e-15
2910	18.25	5.0	20	3.083259946854362e-12	5.251450684578417e-15
2911	18.25	7.0	20	3.306586021156588e-12	2.908475050519336e-15
2912	18.25	9.0	20	3.551985959685185e-12	1.59635316295873e-14
2913	18.25	11.0	20	3.832084737581068e-12	9.628603727514441e-15
2914	18.75	2.0	20	2.661964896791008e-12	4.81486181513202e-15
2915	18.75	3.0	20	2.756072816057051e-12	2.032723272645861e-15
2916	18.75	5.0	20	2.942977741935673e-12	3.546340315552059e-15
2917	18.75	7.0	20	3.149117764579183e-12	1.157950644969784e-14
2918	18.75	9.0	20	3.391835028172135e-12	5.954394411897154e-15
2919	18.75	11.0	20	3.654496418986338e-12	3.740813342483902e-15
2920	19.25	2.0	20	2.551832360083947e-12	2.103642793993514e-15
2921	19.25	3.0	20	2.631399863722479e-12	1.008257919535492e-14
2922	19.25	5.0	20	2.820011224841231e-12	8.413934949947058e-15
2923	19.25	7.0	20	3.021934103650997e-12	9.912543897845982e-15
2924	19.25	9.0	20	3.24193990473406e-12	1.303317350237258e-14
2925	19.25	11.0	20	3.497003028866637e-12	5.886508461351567e-15
2926	19.75	2.0	20	2.438011806749385e-12	8.37812183117245e-15
2927	19.75	3.0	20	2.520898260789067e-12	3.847343977495432e-15
2928	19.75	5.0	20	2.697810619377823e-12	1.222463988358047e-14
2929	19.75	7.0	20	2.886063496814346e-12	4.219347401476191e-15
2930	19.75	9.0	20	3.094960272202372e-12	6.675614451379895e-15
2931	19.75	11.0	20	3.344431844582995e-12	7.081492640796671e-15
2932	20.25	2.0	20	2.335177257034409e-12	3.651221509647289e-15
2933	20.25	3.0	20	2.408643923984979e-12	1.233198469654658e-15
2934	20.25	5.0	20	2.578700116798864e-12	1.002485488091882e-14
2935	20.25	7.0	20	2.766650068909814e-12	2.8879182531887e-15
2936	20.25	9.0	20	2.964906096180328e-12	6.154085317091482e-15
2937	20.25	11.0	20	3.198165210961718e-12	1.409548101328764e-15
2938	20.75	2.0	20	2.234766109924016e-12	8.725064830136058e-15
2939	20.75	3.0	20	2.311482940738924e-12	2.657768876704241e-15
2940	20.75	5.0	20	2.469332168904822e-12	7.761567344180302e-15
2941	20.75	7.0	20	2.644478565442749e-12	5.407867077039937e-15
2942	20.75	9.0	20	2.839815133352826e-12	3.7032831574434e-15
2943	20.75	11.0	20	3.062055174064242e-12	3.750182930630972e-15
2944	21.25	2.0	20	2.141958520767311e-12	3.935241974530571e-15
2945	21.25	3.0	20	2.213718752477754e-12	7.100314553529425e-15
2946	21.25	5.0	20	2.366807158605496e-12	4.101622182892279e-15
2947	21.25	7.0	20	2.534802400951072e-12	4.323219691059101e-15
2948	21.25	9.0	20	2.718086773920989e-12	6.681218784510549e-15
2949	21.25	11.0	20	2.927887034013672e-12	6.008056136211743e-15
2950	21.75	2.0	20	2.053131291019556e-12	6.216330266773781e-15
2951	21.75	3.0	20	2.117068376985722e-12	4.906201781140188e-15
2952	21.75	5.0	20	2.269238747410635e-12	6.95193748540693e-15
2953	21.75	7.0	20	2.431783979531926e-12	3.813995492119159e-15
2954	21.75	9.0	20	2.610843271760006e-12	3.879231437106835e-15
2955	21.75	11.0	20	2.806670605153873e-12	5.211733765461043e-15
2956	22.25	2.0	20	1.968142879153082e-12	5.978405933753652e-15
2957	22.25	3.0	20	2.035644959671298e-12	8.77249451209553e-15
2958	22.25	5.0	20	2.172129354067189e-12	3.025803877909144e-15
2959	22.25	7.0	20	2.32769142988411e-12	7.84970449933936e-15
2960	22.25	9.0	20	2.50095942483988e-12	6.738935099663912e-15
2961	22.25	11.0	20	2.689585336956802e-12	6.651422935516155e-15
2962	22.75	2.0	20	1.88494688569775e-12	3.036080699156097e-15
2963	22.75	3.0	20	1.951881477287272e-12	3.136919682848212e-15
2964	22.75	5.0	20	2.086860504781407e-12	5.078515725755731e-15
2965	22.75	7.0	20	2.234766109924017e-12	6.366784169696613e-15
2966	22.75	9.0	20	2.391770057377945e-12	5.539638189574892e-15
2967	22.75	11.0	20	2.579389304984993e-12	3.104231983786475e-15
2968	23.25	2.0	20	1.810402122064462e-12	3.87492483190348e-15
2969	23.25	3.0	20	1.875947754737601e-12	4.351693843060476e-15
2970	23.25	5.0	20	2.002495140200281e-12	5.568205990262982e-15
2971	23.25	7.0	20	2.14952239418053e-12	3.036306236053417e-15
2972	23.25	9.0	20	2.298647637533526e-12	5.64567653810917e-15
2973	23.25	11.0	20	2.477716189487716e-12	8.635761676731567e-15
2974	23.75	2.0	20	1.742302127803194e-12	6.585042113792352e-15
2975	23.75	3.0	20	1.798871117422449e-12	4.924800603322658e-15
2976	23.75	5.0	20	1.919643079429006e-12	3.495662178817852e-15
2977	23.75	7.0	20	2.052203995590618e-12	4.145024166241963e-15
2978	23.75	9.0	20	2.212344344559542e-12	7.330690328606282e-15
2979	23.75	11.0	20	2.384101681341493e-12	6.842628214180285e-15
2980	24.25	2.0	20	1.671524749878345e-12	3.451322197778517e-15
2981	24.25	3.0	20	1.728879493398869e-12	4.481628046256273e-15
2982	24.25	5.0	20	1.845016301078752e-12	2.994082399700999e-15
2983	24.25	7.0	20	1.980992733356651e-12	7.064105660961945e-15
2984	24.25	9.0	20	2.125960359686606e-12	3.055932559056738e-15
2985	24.25	11.0	20	2.290198798867869e-12	5.487538732382893e-15
2986	24.75	2.0	20	1.609369499779197e-12	3.786082949632611e-15
2987	24.75	3.0	20	1.662640704085554e-12	4.066840578546667e-15
2988	24.75	5.0	20	1.779655862927798e-12	2.268571832909919e-15
2989	24.75	7.0	20	1.905891063338795e-12	8.922798468533988e-15
2990	24.75	9.0	20	2.04628570778881e-12	5.781526927804713e-15
2991	24.75	11.0	20	2.197555239145098e-12	3.782777235754691e-15
2992	25.25	2.0	20	1.545732693502574e-12	4.087872960857533e-15
2993	25.25	3.0	20	1.603779270845258e-12	1.07138351279881e-15
2994	25.25	5.0	20	1.71363137013301e-12	3.183648958350525e-15
2995	25.25	7.0	20	1.831657161939175e-12	3.797389756430632e-15
2996	25.25	9.0	20	1.967412683608469e-12	2.621946328854791e-15
2997	25.25	11.0	20	2.116568351775823e-12	2.656918979248209e-15
2998	25.75	2.0	20	1.494816105263991e-12	3.852239876049834e-15
2999	25.75	3.0	20	1.541672965012688e-12	2.575077884684186e-15
3000	25.75	5.0	20	1.647887314757531e-12	5.010442578217466e-15
3001	25.75	7.0	20	1.766649916198387e-12	4.197356385265095e-15
3002	25.75	9.0	20	1.893660287966529e-12	6.443624384710994e-15
3003	25.75	11.0	20	2.041466681757968e-12	1.030077938580887e-14
3004	26.25	2.0	20	1.440144036679111e-12	4.496833150214377e-15
3005	26.25	3.0	20	1.486130482173541e-12	2.146633274234939e-15
3006	26.25	5.0	20	1.587148802753095e-12	2.290523980596666e-15
3007	26.25	7.0	20	1.702437684084976e-12	3.467594954350988e-15
3008	26.25	9.0	20	1.827950625859455e-12	5.967270043200355e-15
3009	26.25	11.0	20	1.967829371283384e-12	3.996016398537511e-15
3010	26.75	2.0	20	1.390091248604717e-12	4.550955398425277e-15
3011	26.75	3.0	20	1.436223204080863e-12	4.740681533944504e-15
3012	26.75	5.0	20	1.534246664673092e-12	4.017396353333355e-15
3013	26.75	7.0	20	1.644125220321156e-12	7.122512120853621e-15
3014	26.75	9.0	20	1.759021224702403e-12	4.227421462010149e-15
3015	26.75	11.0	20	1.900156647241155e-12	2.936538408461255e-15
3016	27.25	2.0	20	1.339936603543122e-12	2.306534924491704e-15
3017	27.25	3.0	20	1.383531394065341e-12	2.728902711469201e-15
3018	27.25	5.0	20	1.480441041888431e-12	4.423394526599965e-15
3019	27.25	7.0	20	1.587290344280765e-12	3.105053745827826e-15
3020	27.25	9.0	20	1.703617637754894e-12	1.703123956929206e-15
3021	27.25	11.0	20	1.831429637240491e-12	4.933091612734324e-15
3022	27.75	2.0	20	1.296009785698986e-12	3.698303938655298e-15
3023	27.75	3.0	20	1.335522359825054e-12	2.780102353177086e-15
3024	27.75	5.0	20	1.429594563004676e-12	3.508067820002873e-15
3025	27.75	7.0	20	1.528156410529255e-12	4.912685148612795e-15
3026	27.75	9.0	20	1.640212324631002e-12	2.907846472009239e-15
3027	27.75	11.0	20	1.769009823538223e-12	3.798310328667755e-15
3028	28.25	2.0	20	1.250454578877643e-12	3.458573917954283e-15
3029	28.25	3.0	20	1.289488292882062e-12	3.086074422000562e-15
3030	28.25	5.0	20	1.381399011424189e-12	3.80747960490771e-15
3031	28.25	7.0	20	1.480198966191577e-12	2.137593145572254e-15
3032	28.25	9.0	20	1.586054832254191e-12	3.061845301949648e-15
